"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.content","Answer.sentiment","Approve","Reject"
"30F94FBDNR3HOD0SOQJQQFTQF8WTBK","33JNTVT0Y5EN3Q8SYUECFVV5AXR3WD","Sentiment analysis","Analyze the sentiment of the provided content based on the given criteria","sentiment","$0.03","Tue Feb 06 10:59:39 PST 2018","3","BatchId:3104151;OriginalHitTemplateId:926051491;","3600","259200","Tue Feb 06 15:59:39 PST 2018","","","3NGI5ARFTUOK57MMVEMJ3DA53WS1PO","A3F0NFNLOLFJT0","Approved","Tue Feb 06 11:04:56 PST 2018","Tue Feb 06 11:06:15 PST 2018","Fri Feb 09 11:06:15 PST 2018","Tue Feb 06 12:38:49 PST 2018","","","79","100% (7/7)","100% (7/7)","100% (7/7)","RT @immigrant4trump: Antifa Thug pepper-sprays woman at Trump rally in Huntington Beach, California, Get Arrested #MagaMarch #Trump https:/_","Negative"
"30F94FBDNR3HOD0SOQJQQFTQF8WTBK","33JNTVT0Y5EN3Q8SYUECFVV5AXR3WD","Sentiment analysis","Analyze the sentiment of the provided content based on the given criteria","sentiment","$0.03","Tue Feb 06 10:59:39 PST 2018","3","BatchId:3104151;OriginalHitTemplateId:926051491;","3600","259200","Tue Feb 06 15:59:39 PST 2018","","","3NXNZ5RS1BGDO6LH357VIX131EA97Y","A26TY8FHMJ183C","Approved","Tue Feb 06 11:05:22 PST 2018","Tue Feb 06 11:05:30 PST 2018","Fri Feb 09 11:05:30 PST 2018","Tue Feb 06 12:38:49 PST 2018","","","8","100% (2/2)","100% (2/2)","100% (2/2)","RT @immigrant4trump: Antifa Thug pepper-sprays woman at Trump rally in Huntington Beach, California, Get Arrested #MagaMarch #Trump https:/_","Neutral"
"30F94FBDNR3HOD0SOQJQQFTQF8WTBK","33JNTVT0Y5EN3Q8SYUECFVV5AXR3WD","Sentiment analysis","Analyze the sentiment of the provided content based on the given criteria","sentiment","$0.03","Tue Feb 06 10:59:39 PST 2018","3","BatchId:3104151;OriginalHitTemplateId:926051491;","3600","259200","Tue Feb 06 15:59:39 PST 2018","","","3ZDAD0O1T2WQN00MJOGA3WF3XERTXC","A1T79J0XQXDDGC","Approved","Tue Feb 06 11:04:53 PST 2018","Tue Feb 06 11:05:00 PST 2018","Fri Feb 09 11:05:00 PST 2018","Tue Feb 06 12:38:49 PST 2018","","","7","100% (9/9)","100% (9/9)","100% (9/9)","RT @immigrant4trump: Antifa Thug pepper-sprays woman at Trump rally in Huntington Beach, California, Get Arrested #MagaMarch #Trump https:/_","Neutral"
"3FBEFUUYRKO635KOMZB1KUH6DI16AS","33JNTVT0Y5EN3Q8SYUECFVV5AXR3WD","Sentiment analysis","Analyze the sentiment of the provided content based on the given criteria","sentiment","$0.03","Tue Feb 06 10:59:39 PST 2018","3","BatchId:3104151;OriginalHitTemplateId:926051491;","3600","259200","Tue Feb 06 15:59:39 PST 2018","","","3S0TNUHWKU1TRA3HPQ43ITGO3JU8D0","A2CJFO19NY4T5R","Approved","Tue Feb 06 11:03:45 PST 2018","Tue Feb 06 11:03:50 PST 2018","Fri Feb 09 11:03:50 PST 2018","Tue Feb 06 12:38:49 PST 2018","","","5","100% (7/7)","100% (7/7)","100% (7/7)","RT @mmfa: NRATV blames ""Obama loyalists"" for causing Trump's Russia scandal as a plot to ""destroy America from the inside"" https://t.co/Zso_","Negative"
"3FBEFUUYRKO635KOMZB1KUH6DI16AS","33JNTVT0Y5EN3Q8SYUECFVV5AXR3WD","Sentiment analysis","Analyze the sentiment of the provided content based on the given criteria","sentiment","$0.03","Tue Feb 06 10:59:39 PST 2018","3","BatchId:3104151;OriginalHitTemplateId:926051491;","3600","259200","Tue Feb 06 15:59:39 PST 2018","","","3X65QVEQI16E1PHMJJIW3SKC2JHCLQ","A1K8QNLYYYX21W","Approved","Tue Feb 06 11:03:07 PST 2018","Tue Feb 06 11:03:16 PST 2018","Fri Feb 09 11:03:16 PST 2018","Tue Feb 06 12:38:49 PST 2018","","","9","100% (6/6)","100% (6/6)","100% (6/6)","RT @mmfa: NRATV blames ""Obama loyalists"" for causing Trump's Russia scandal as a plot to ""destroy America from the inside"" https://t.co/Zso_","Strongly Negative"
"3FBEFUUYRKO635KOMZB1KUH6DI16AS","33JNTVT0Y5EN3Q8SYUECFVV5AXR3WD","Sentiment analysis","Analyze the sentiment of the provided content based on the given criteria","sentiment","$0.03","Tue Feb 06 10:59:39 PST 2018","3","BatchId:3104151;OriginalHitTemplateId:926051491;","3600","259200","Tue Feb 06 15:59:39 PST 2018","","","3Z9WI9EOZ07UYRAKKBKWZJ4DQBHHK1","A3FAURB3U6YND5","Approved","Tue Feb 06 11:03:15 PST 2018","Tue Feb 06 11:03:24 PST 2018","Fri Feb 09 11:03:24 PST 2018","Tue Feb 06 12:38:49 PST 2018","","","9","100% (4/4)","100% (4/4)","100% (4/4)","RT @mmfa: NRATV blames ""Obama loyalists"" for causing Trump's Russia scandal as a plot to ""destroy America from the inside"" https://t.co/Zso_","Negative"
"3HA5ODM5KABVIRLJ4750HMRBGHYVS3","33JNTVT0Y5EN3Q8SYUECFVV5AXR3WD","Sentiment analysis","Analyze the sentiment of the provided content based on the given criteria","sentiment","$0.03","Tue Feb 06 10:59:39 PST 2018","3","BatchId:3104151;OriginalHitTemplateId:926051491;","3600","259200","Tue Feb 06 15:59:39 PST 2018","","","3FUI0JHJPYH98LVEKK3VE3M1WKC334","AMWIBULQ4S8K3","Approved","Tue Feb 06 11:00:20 PST 2018","Tue Feb 06 11:00:59 PST 2018","Fri Feb 09 11:00:59 PST 2018","Tue Feb 06 12:38:49 PST 2018","","","39","100% (16/16)","100% (16/16)","100% (16/16)","DrDavidDuke: Did John McCain wiretap President Trump's government phone and leak classified information to the press? https://t.co/NsSV_","Neutral"
"3HA5ODM5KABVIRLJ4750HMRBGHYVS3","33JNTVT0Y5EN3Q8SYUECFVV5AXR3WD","Sentiment analysis","Analyze the sentiment of the provided content based on the given criteria","sentiment","$0.03","Tue Feb 06 10:59:39 PST 2018","3","BatchId:3104151;OriginalHitTemplateId:926051491;","3600","259200","Tue Feb 06 15:59:39 PST 2018","","","3VJ40NV2QJ63TRMUIXTEKJOALAMTO7","A124E03UMDZAA9","Approved","Tue Feb 06 11:04:45 PST 2018","Tue Feb 06 11:04:53 PST 2018","Fri Feb 09 11:04:53 PST 2018","Tue Feb 06 12:38:50 PST 2018","","","8","100% (15/15)","100% (15/15)","100% (15/15)","DrDavidDuke: Did John McCain wiretap President Trump's government phone and leak classified information to the press? https://t.co/NsSV_","Negative"
"3HA5ODM5KABVIRLJ4750HMRBGHYVS3","33JNTVT0Y5EN3Q8SYUECFVV5AXR3WD","Sentiment analysis","Analyze the sentiment of the provided content based on the given criteria","sentiment","$0.03","Tue Feb 06 10:59:39 PST 2018","3","BatchId:3104151;OriginalHitTemplateId:926051491;","3600","259200","Tue Feb 06 15:59:39 PST 2018","","","3XUHV3NRVLHRG8PHDOGQXULVTLMH5G","A3AGJSGD009WMM","Approved","Tue Feb 06 11:04:19 PST 2018","Tue Feb 06 11:04:30 PST 2018","Fri Feb 09 11:04:30 PST 2018","Tue Feb 06 12:38:50 PST 2018","","","11","100% (2/2)","100% (2/2)","100% (2/2)","DrDavidDuke: Did John McCain wiretap President Trump's government phone and leak classified information to the press? https://t.co/NsSV_","Neutral"
"3J94SKDEKI88I8NM1QSYIPBC2QND5L","33JNTVT0Y5EN3Q8SYUECFVV5AXR3WD","Sentiment analysis","Analyze the sentiment of the provided content based on the given criteria","sentiment","$0.03","Tue Feb 06 10:59:39 PST 2018","3","BatchId:3104151;OriginalHitTemplateId:926051491;","3600","259200","Tue Feb 06 15:59:39 PST 2018","","","3A1COHJ8NKEA3Q8JBMNT9EVMVBO8HA","A2B6WQG0A9CKXQ","Approved","Tue Feb 06 11:06:15 PST 2018","Tue Feb 06 11:27:12 PST 2018","Fri Feb 09 11:27:12 PST 2018","Tue Feb 06 12:38:50 PST 2018","","","1257","100% (4/4)","100% (4/4)","100% (4/4)","RT @CBSNews: Pres. Trump says Mike Pence will lead a panel investigating unsubstantiated claims of mass voter fraud https://t.co/IsSj0S5X5G_","Neutral"
